 Query_sequence	HMM_Name	Significance_Evalue	Score
0000320241	PF00881.19	3.4e-30	104.4
0000325252	PF00881.19	4.4e-30	104.1
0000325478	PF00881.19	5.4e-30	103.8
0000328980	PF00881.19	1.5e-28	99.1
0000320922	PF00881.19	2.8e-28	98.2
0000321920	PF00881.19	5.1e-27	94.1
0000328358	PF00903.20	8.1e-18	64.0
0000325014	PF00903.20	8.5e-14	51.0
0000328579	PF01325.14	1.4e-13	50.0
0000327746	PF01473.15	2.6e-20	70.8
0000328335	PF01473.15	2.9e-13	48.6
0000320335	PF01909.18	2.1e-14	53.0
0000327686	PF01909.18	2.5e-13	49.6
0000329934	PF01909.18	3.7e-12	45.8
0000326196	PF02452.12	7.3e-32	109.3
0000326677	PF02452.12	1.6e-30	104.9
0000328739	PF02452.12	1e-29	102.3
0000328949	PF02742.10	3.7e-14	51.6
0000327202	PF02742.10	7.4e-14	50.6
0000321921	PF02742.10	3.1e-13	48.6
0000328579	PF02742.10	1.7e-12	46.2
0000326758	PF03372.18	1.1e-27	96.9
0000324967	PF03372.18	4.7e-26	91.6
0000320749	PF03372.18	1.6e-25	89.8
0000321490	PF03372.18	2.8e-24	85.8
0000325146	PF03372.18	4.5e-20	72.0
0000324948	PF03372.18	1e-19	70.9
0000320699	PF03372.18	1.3e-16	60.7
0000321799	PF03372.18	6e-16	58.5
0000320889	PF03372.18	3.7e-14	52.7
0000329514	PF03372.18	1.6e-13	50.6
0000322180	PF03372.18	5.8e-13	48.7
0000327070	PF04221.7	1e-12	47.1
0000322124	PF04221.7	9.2e-11	40.8
0000329545	PF04488.10	2.4e-15	56.2
0000327860	PF05015.8	8.4e-19	66.9
0000323027	PF05016.9	1.4e-15	56.8
0000320635	PF05105.7	3.9e-24	84.0
0000326407	PF05105.7	1.4e-23	82.2
0000321812	PF05193.16	5.8e-33	113.5
0000321820	PF05193.16	5.7e-31	107.0
0000320613	PF05193.16	2.4e-29	101.7
0000327362	PF05193.16	3.8e-24	84.8
0000327293	PF05193.16	2.2e-20	72.5
0000325319	PF05193.16	1.1e-19	70.2
0000329351	PF05193.16	1.6e-19	69.7
0000327361	PF05193.16	2.4e-14	52.8
0000328235	PF06414.7	4.8e-12	44.8
0000323676	PF07691.7	5e-21	74.3
0000321114	PF07883.6	8.1e-18	63.1
0000325472	PF07883.6	8.6e-18	63.0
0000327222	PF07883.6	2.1e-16	58.6
0000321761	PF07883.6	1.7e-15	55.7
0000324773	PF07883.6	1.5e-14	52.6
0000324423	PF07883.6	4.9e-14	51.0
0000320969	PF07883.6	5e-13	47.7
0000329260	PF07883.6	3.1e-12	45.2
0000321540	PF07883.6	5.4e-12	44.4
0000324304	PF08367.6	8.5e-71	237.1
0000325319	PF08367.6	2.1e-65	219.4
0000327293	PF08367.6	4.1e-61	205.4
0000329351	PF08367.6	2e-58	196.5
0000325527	PF13091.1	8e-30	102.6
0000323388	PF13091.1	5.4e-24	83.7
0000322022	PF13091.1	8.1e-12	44.4
0000323467	PF13091.1	8.9e-11	41.0
0000323901	PF13091.1	1.6e-10	40.2
0000321851	PF13950.1	8.2e-33	111.6
0000322890	PF13950.1	1.8e-32	110.4
0000323053	PF13950.1	2.4e-26	90.8
0000324473	PF13953.1	1.5e-22	78.4
0000320670	PF13954.1	3.1e-49	165.7
0000324473	PF13954.1	2.6e-43	146.5
0000323520	PF13958.1	1.8e-32	111.7
0000323123	PF13964.1	1.7e-16	59.0
0000321065	PF14052.1	1.6e-51	174.9
0000320921	PF14057.1	9.3e-194	641.9
0000323531	PF14057.1	1.9e-192	637.6
0000320661	PF14057.1	3.3e-191	633.5
0000325896	PF14057.1	9.7e-191	632.0
0000321654	PF14057.1	4.6e-188	623.2
0000329693	PF14058.1	1.4e-55	186.7
0000324708	PF14058.1	2.1e-37	127.7
0000324807	TIGR00053	1.2e-19	69.8
0000322123	TIGR00053	1e-12	47.6
0000325446	TIGR02116	5.3e-24	83.4
0000323851	TIGR02116	4.1e-15	54.9
0000324807	TIGR02385	1.7e-19	69.2
0000322123	TIGR02385	7.5e-11	41.5
0000326407	TIGR01593	6.2e-14	51.1
0000320635	TIGR01593	1.7e-11	43.2
0000502608	K03699_483	1.5e-148	494.1
0000501018	K03699_483	1.5e-144	480.9
0000500446	K03699_483	2e-141	470.6
0000502257	K03699_483	7.2e-117	389.7
0000503399	K03699_483	2.3e-116	388.0
0000505812	K03699_483	4e-113	377.3
0000507396	K03699_483	1.2e-63	214.3
0000502809	K03699_483	1.2e-31	108.9
0000506918	K06972_355	1.2e-287	955.9
0000502026	K10815_8	1.3e-35	121.8
0000502025	K10815_8	4.9e-11	40.8
0000502024	K10816_8	1.7e-33	114.9
0000509001	K11021_124	3.6e-14	51.0
0000502371	K11041_146	8.8e-80	267.2
0000507761	K11059_3	3.4e-17	61.1
0000500047	K11060_3	9.9e-28	96.1
0000502210	K11060_3	3.9e-22	77.6
0000507761	K11060_3	1.1e-17	62.9
0000503607	K11060_3	3.1e-15	54.8
0000504108	K11060_3	3.4e-14	51.4
0000504357	K11060_3	6.4e-12	43.9
0000507761	K11061_2	4.8e-17	60.4
0000500047	K11062_2	4e-23	80.8
0000507761	K11062_2	5e-16	57.3
0000502907	K11063_6	7.2e-32	108.5
0000507180	K11063_6	2.6e-23	80.2
0000507179	K11063_6	4.7e-16	56.0
0000509009	K11068_1278_95_625	9.6e-70	233.5
0000501899	K11068_1278_95_625	4.5e-66	221.5
0000507709	K11068_1278_95_625	1.1e-59	200.6
0000502784	K12340_892	1.3e-87	293.4
0000502368	K12340_892	1.3e-61	207.8
0000509510	K12340_892	2.5e-57	193.7
0000509507	K12340_892	2.3e-48	164.2
0000506883	K12340_892	4.2e-41	140.2
0000500193	K12340_892	1.2e-40	138.7
0000509524	K12679_6	6.4e-36	122.7
0000505123	PF00267.16	7.8e-145	481.7
0000509377	PF00652.17	5.6e-12	45.2
0000504243	PF00675.15	1.7e-24	85.6
0000501300	PF00717.18	2.4e-19	68.1
0000504381	PF00717.18	1.2e-15	56.3
0000502633	PF00717.18	1.1e-14	53.2
0000509536	PF00717.18	1.7e-13	49.4
0000505618	PF00717.18	1.4e-12	46.5
0000508464	PF00717.18	9.3e-11	40.6
0000500194	PF00873.14	1e-291	969.4
0000506884	PF00873.14	3.8e-291	967.5
0000509506	PF00873.14	3.8e-285	947.6
0000509512	PF00873.14	2.2e-259	862.4
0000507893	PF00873.14	5.9e-197	655.7
0000506061	PF00873.14	1.3e-158	528.7
0000501436	PF00873.14	6.9e-124	413.8
0000505390	PF00873.14	4.3e-105	351.6
0000503409	PF00873.14	1.2e-101	340.2
0000507448	PF00881.19	4e-32	110.7
0000508741	PF00881.19	8.1e-30	103.2
0000501663	PF00881.19	3.3e-28	98.0
0000509238	PF00881.19	1.5e-27	95.9
0000503496	PF00881.19	8.9e-26	90.1
0000505806	PF00881.19	3.4e-25	88.2
0000502233	PF00881.19	3.8e-25	88.0
0000507784	PF00881.19	2.2e-19	69.3
0000501129	PF00882.13	3.3e-14	52.3
0000509899	PF00882.13	2.9e-13	49.2
0000507253	PF00903.20	7.2e-21	73.9
0000503879	PF00903.20	8.2e-15	54.3
0000504639	PF00903.20	2.6e-12	46.2
0000508456	PF00903.20	5.9e-12	45.1
0000508293	PF00903.20	8.7e-12	44.5
0000506473	PF01325.14	2.3e-13	49.2
0000506289	PF01325.14	5.4e-12	44.9
0000505267	PF01473.15	5.6e-17	60.3
0000502907	PF01473.15	4e-11	41.8
0000506786	PF01473.15	4.4e-11	41.7
0000505523	PF01636.18	1.3e-18	67.0
0000504007	PF01636.18	2.9e-17	62.6
0000501262	PF01636.18	4.2e-17	62.1
0000508326	PF01636.18	1.2e-15	57.4
0000505753	PF01636.18	1.9e-15	56.7
0000505957	PF01636.18	8.9e-14	51.2
0000506827	PF01909.18	1.9e-13	50.0
0000504047	PF01909.18	2.8e-12	46.2
0000509673	PF01909.18	2.9e-12	46.2
0000500132	PF01909.18	5.1e-11	42.2
0000501666	PF02452.12	4.3e-29	100.3
0000500533	PF02452.12	6.9e-20	70.7
0000506289	PF02742.10	6.2e-15	54.0
0000506594	PF02742.10	3.2e-14	51.8
0000506473	PF02742.10	1.3e-13	49.8
0000508847	PF03372.18	8.4e-27	94.1
0000508314	PF03372.18	1e-10	41.4
0000505416	PF04734.8	7.3e-12	43.4
0000504221	PF05015.8	4.1e-13	48.7
0000500488	PF05105.7	2.6e-41	139.4
0000500267	PF05105.7	9.7e-28	95.6
0000506918	PF05193.16	4.6e-21	74.7
0000503569	PF05193.16	6.9e-20	70.9
0000504243	PF05193.16	8.9e-19	67.3
0000506638	PF07691.7	6.2e-20	70.7
0000501354	PF07883.6	7.6e-17	60.0
0000505000	PF07883.6	1.3e-14	52.9
0000505008	PF07883.6	3.1e-14	51.6
0000500754	PF07883.6	5.5e-13	47.6
0000509148	PF07883.6	1.6e-11	42.9
0000503202	PF07883.6	3.2e-11	42.0
0000502473	PF07883.6	3.4e-11	41.9
0000501886	PF07883.6	1.2e-10	40.1
0000506918	PF08367.6	1.1e-56	190.8
0000506215	PF08845.5	7.9e-14	50.7
0000509595	PF08845.5	6.6e-13	47.7
0000502927	PF13091.1	2.3e-27	94.7
0000501512	PF13091.1	1.6e-12	46.7
0000503316	PF13091.1	1.7e-11	43.4
0000501789	PF13517.1	6.2e-43	144.4
0000500620	PF13940.1	2.4e-25	87.4
0000501175	PF13941.1	2.1e-116	388.4
0000501174	PF13941.1	1.4e-31	108.7
0000509828	PF13950.1	4.8e-33	112.3
0000507268	PF13950.1	2e-32	110.3
0000504939	PF13950.1	1.9e-31	107.2
0000504881	PF13950.1	1.3e-13	50.0
0000501933	PF13964.1	1.1e-24	84.9
0000508697	PF13982.1	1.6e-49	165.4
0000504389	PF13984.1	3.7e-66	220.1
0000507487	PF14031.1	3.6e-23	81.0
0000503447	PF14052.1	3.1e-105	352.0
0000507693	PF14057.1	5.2e-192	636.2
0000503462	PF14057.1	2.3e-191	634.1
0000509830	PF14057.1	1.1e-183	608.8
0000504575	PF14057.1	3.6e-89	298.2
0000500488	TIGR01593	2e-29	101.2
0000500267	TIGR01593	8.6e-12	44.2
0000083778	K01186_172	7.3e-23	80.4
0000084271	K01197_243	6.3e-104	347.3
0000081052	K01197_243	1.7e-13	49.1
0000081054	K01197_243	5.8e-12	44.0
0000080523	K03699_483	4.3e-149	495.9
0000083839	K03699_483	1e-116	389.2
0000087704	K03699_483	2.1e-85	286.0
0000083337	K03699_483	1.3e-84	283.4
0000080997	K06972_355	6.3e-290	963.4
0000087392	K06972_355	7.9e-188	625.5
0000080099	K06972_355	5.3e-13	46.8
0000083860	K06972_355	1.2e-11	42.3
0000081464	K08587_13	3.1e-12	45.2
0000083895	K10814_8	1.2e-10	40.4
0000083894	K10815_8	1.2e-37	128.6
0000088639	K10815_8	1.4e-21	75.6
0000089024	K10815_8	1.1e-20	72.6
0000086895	K10815_8	4.3e-20	70.6
0000088638	K10815_8	2.1e-12	45.2
0000083892	K10816_8	6e-28	96.7
0000086894	K10816_8	3.3e-24	84.4
0000089023	K10816_8	1.4e-14	52.6
0000088638	K10816_8	3.1e-14	51.5
0000089688	K11022_5	1.8e-21	75.5
0000087734	K11022_5	2.9e-19	68.5
0000088145	K11022_5	1.9e-16	59.4
0000089372	K11022_5	2.5e-15	55.8
0000081047	K11041_146	1.1e-103	345.6
0000086482	K11059_3	4.2e-11	40.9
0000086482	K11060_3	4.3e-39	133.6
0000085418	K11060_3	9.7e-27	92.8
0000084061	K11060_3	1.2e-24	85.9
0000084957	K11060_3	4e-21	74.3
0000082574	K11060_3	5.9e-19	67.1
0000086708	K11060_3	7.5e-18	63.5
0000086201	K11060_3	7.2e-16	56.9
0000086969	K11060_3	1.9e-15	55.5
0000089857	K11060_3	2.3e-15	55.3
0000086482	K11061_2	1.1e-21	75.8
0000081830	K11062_2	1.3e-29	102.2
0000086482	K11062_2	1.7e-24	85.2
0000083866	K11062_2	1.5e-19	69.0
0000085418	K11062_2	9.7e-17	59.7
0000084061	K11062_2	4.3e-13	47.6
0000081344	K11063_6	3.6e-38	129.4
0000081518	K11063_6	1.2e-30	104.5
0000081343	K11063_6	3.7e-26	89.6
0000081347	K11063_6	2.8e-24	83.3
0000081342	K11063_6	2.5e-23	80.2
0000081345	K11063_6	8e-18	61.9
0000084053	K11063_6	2.5e-14	50.3
0000080394	K11063_6	8e-14	48.7
0000086352	K11068_1278_95_625	2e-67	225.9
0000089779	K11068_1278_95_625	1e-64	217.0
0000088479	K11068_1278_95_625	1.3e-60	203.6
0000085236	K12340_892	1.2e-132	441.8
0000085610	K12340_892	5.1e-51	172.9
0000086407	K12340_892	1.6e-49	167.9
0000084682	K12340_892	1.2e-38	132.2
0000088355	PF00246.19	3.2e-44	151.0
0000087160	PF00267.16	1.5e-143	477.5
0000087242	PF00267.16	2.3e-140	467.1
0000081316	PF00267.16	8.4e-21	74.0
0000083860	PF00675.15	3.6e-41	139.8
0000080099	PF00675.15	1.6e-15	56.6
0000080651	PF00717.18	9.2e-20	69.5
0000088015	PF00717.18	3.5e-19	67.6
0000082028	PF00717.18	6.6e-19	66.7
0000081784	PF00717.18	3.7e-17	61.1
0000083984	PF00717.18	1.3e-16	59.4
0000086629	PF00717.18	6.7e-15	53.9
0000082030	PF00717.18	1.9e-14	52.4
0000088013	PF00717.18	2.9e-14	51.8
0000080307	PF00717.18	1.9e-13	49.2
0000080540	PF00717.18	3.1e-12	45.3
0000080306	PF00717.18	1.5e-11	43.1
0000088660	PF00717.18	2.7e-11	42.4
0000082753	PF00801.15	6.1e-12	44.5
0000088283	PF00873.14	0	1471.7
0000087251	PF00873.14	0	1415.4
0000085612	PF00873.14	0	1076.6
0000085702	PF00873.14	1.7e-290	965.3
0000085095	PF00873.14	6.3e-201	668.9
0000085672	PF00873.14	7e-143	476.7
0000088068	PF00873.14	6.1e-63	212.0
0000084683	PF00873.14	1.6e-46	157.7
0000086369	PF00873.14	1.9e-11	41.6
0000082764	PF00881.19	4.6e-37	126.8
0000080640	PF00881.19	6.7e-36	123.0
0000084347	PF00881.19	9.8e-35	119.2
0000082606	PF00881.19	1.4e-33	115.4
0000083513	PF00881.19	1.3e-32	112.3
0000086594	PF00881.19	1.4e-29	102.4
0000081753	PF00881.19	6.6e-29	100.2
0000085603	PF00881.19	8.3e-28	96.7
0000086180	PF00881.19	1.4e-13	50.4
0000089640	PF00882.13	5e-26	90.7
0000083896	PF00882.13	8.6e-18	63.9
0000084532	PF00882.13	6.8e-14	51.2
0000084859	PF00903.20	2.9e-19	68.7
0000081200	PF00903.20	9.8e-17	60.5
0000087024	PF00903.20	5.9e-14	51.5
0000083056	PF00903.20	7.5e-13	48.0
0000088020	PF00903.20	2e-11	43.4
0000086071	PF00903.20	2.7e-11	42.9
0000088229	PF00903.20	4.9e-11	42.1
0000085421	PF00903.20	1.4e-10	40.7
0000081347	PF01473.15	5.9e-39	129.6
0000081343	PF01473.15	5.5e-38	126.5
0000081342	PF01473.15	8.4e-38	125.9
0000081518	PF01473.15	1.1e-37	125.6
0000081346	PF01473.15	3.5e-25	86.1
0000081344	PF01473.15	1.7e-24	84.0
0000081349	PF01473.15	1.8e-13	49.2
0000081345	PF01473.15	1.2e-10	40.3
0000087216	PF01636.18	3e-25	88.7
0000081750	PF01636.18	3.7e-25	88.4
0000089016	PF01636.18	3.7e-17	62.3
0000082335	PF01636.18	5.4e-16	58.4
0000081517	PF01636.18	3.5e-15	55.8
0000081352	PF01636.18	6e-13	48.5
0000085218	PF01636.18	5.3e-12	45.4
0000089598	PF01909.18	2.6e-14	52.7
0000082882	PF01909.18	6.4e-13	48.3
0000089375	PF01909.18	9.2e-12	44.5
0000083263	PF02265.11	3.8e-43	147.3
0000086477	PF02452.12	2.5e-30	104.3
0000086350	PF02452.12	9.2e-17	60.6
0000087050	PF02742.10	3.9e-14	51.5
0000088577	PF02742.10	1.2e-13	49.9
0000085374	PF02742.10	9e-12	43.9
0000085493	PF02742.10	1.2e-10	40.3
0000086415	PF03372.18	1.3e-27	96.7
0000085404	PF03372.18	2.1e-27	96.1
0000082794	PF03372.18	1.4e-26	93.3
0000081649	PF03372.18	4.2e-24	85.2
0000083299	PF03372.18	8.8e-22	77.6
0000085544	PF03372.18	4.7e-16	58.9
0000087847	PF03372.18	6.1e-16	58.5
0000083243	PF03372.18	5.9e-15	55.3
0000083277	PF03372.18	2.7e-14	53.1
0000083104	PF03372.18	8.9e-13	48.1
0000080549	PF03837.9	9.7e-60	200.7
0000080660	PF03837.9	3e-44	150.1
0000083992	PF03837.9	7.9e-40	135.7
0000084885	PF04221.7	3.4e-25	87.0
0000081661	PF04221.7	6.2e-16	57.3
0000082013	PF04221.7	2.7e-15	55.3
0000088051	PF04488.10	3.6e-16	58.8
0000082358	PF05016.9	4.5e-14	52.0
0000081660	PF05016.9	4.5e-14	52.0
0000088566	PF05105.7	8.8e-29	99.0
0000082399	PF05105.7	3.9e-26	90.4
0000080705	PF05105.7	2.6e-25	87.8
0000083860	PF05193.16	1.5e-36	125.2
0000080100	PF05193.16	2.4e-20	72.4
0000080997	PF05193.16	2.3e-17	62.6
0000080099	PF05193.16	7.7e-16	57.7
0000087392	PF05193.16	7.8e-12	44.6
0000081036	PF06609.8	1.8e-16	58.9
0000088893	PF07883.6	7.5e-17	60.0
0000087073	PF07883.6	4.3e-16	57.6
0000089953	PF07883.6	1.3e-14	52.9
0000085437	PF07883.6	1.1e-13	49.8
0000080626	PF07883.6	1.7e-13	49.2
0000080225	PF07883.6	1.9e-13	49.1
0000089726	PF07883.6	3e-13	48.4
0000089976	PF07883.6	1.2e-10	40.1
0000083591	PF07927.7	4.3e-16	58.0
0000080997	PF08367.6	1.6e-58	196.9
0000087392	PF08367.6	7e-14	50.7
0000087595	PF13091.1	8.9e-35	118.6
0000082583	PF13091.1	1.6e-34	117.8
0000082959	PF13091.1	2e-29	101.3
0000086959	PF13091.1	3.5e-29	100.5
0000084946	PF13091.1	6.3e-29	99.7
0000082960	PF13091.1	1.4e-26	92.1
0000082837	PF13091.1	1.6e-23	82.2
0000084802	PF13091.1	3.1e-18	65.1
0000081470	PF13091.1	1.3e-14	53.4
0000081930	PF13091.1	1.1e-12	47.2
0000086767	PF13091.1	5.5e-12	44.9
0000081689	PF13091.1	6.3e-12	44.7
0000081008	PF13091.1	4.3e-11	42.1
0000081828	PF13517.1	9.8e-24	82.9
0000087782	PF13517.1	2.4e-18	65.6
0000083998	PF13935.1	6.1e-32	110.3
0000089047	PF13950.1	1.7e-32	110.5
0000088249	PF13950.1	8e-31	105.2
0000088901	PF13950.1	9.2e-31	105.0
0000084674	PF13950.1	3.6e-21	74.3
0000080979	PF13953.1	1.8e-19	68.5
0000080979	PF13954.1	2e-47	159.9
0000084009	PF13954.1	4.9e-35	119.7
0000085372	PF13958.1	9.2e-44	148.3
0000081053	PF13964.1	2.8e-19	67.8
0000085246	PF13975.1	1.2e-10	40.5
0000081395	PF13990.1	6.3e-68	228.2
0000084680	PF14052.1	7.1e-112	373.9
0000083604	PF14055.1	2.9e-12	45.5
0000082879	PF14057.1	4.5e-194	643.0
0000080876	PF14057.1	7.4e-191	632.4
0000087889	PF14057.1	4.7e-157	521.3
0000084466	PF14057.1	2e-35	121.5
0000089832	PF15542.1	1.6e-26	92.3
0000084884	TIGR00053	2.4e-23	81.7
0000084884	TIGR02385	3e-24	84.4
0000080705	TIGR01593	2.2e-15	55.8
0000088566	TIGR01593	9.9e-14	50.5
0000082399	TIGR01593	6.1e-12	44.7
0000225041	K01186_172	5.4e-12	44.7
0000223102	K01197_243	3.3e-165	549.3
0000227824	K01197_243	1.3e-90	303.3
0000220698	K01197_243	3.3e-11	41.5
0000222481	K03699_483	2.8e-131	437.2
0000222262	K03699_483	4.8e-123	410.0
0000225174	K03699_483	1.6e-115	385.3
0000229969	K03699_483	2.6e-81	272.5
0000228745	K03699_483	1.7e-79	266.5
0000228704	K03699_483	6.7e-76	254.7
0000224844	K03699_483	2.4e-44	150.6
0000223554	K06972_355	7e-300	996.4
0000225649	K06972_355	1.7e-294	978.5
0000227287	K06972_355	1.3e-128	429.5
0000220026	K06972_355	9.4e-128	426.6
0000222573	K06972_355	2.1e-78	263.3
0000225051	K06972_355	4.2e-20	70.3
0000223679	K06972_355	4.9e-18	63.5
0000227909	K06972_355	4.1e-16	57.1
0000228574	K10815_8	1.4e-20	72.2
0000224768	K10815_8	2.6e-18	64.8
0000224767	K10816_8	4.2e-21	74.2
0000228575	K10816_8	1.4e-16	59.3
0000227015	K10816_8	2.7e-15	55.0
0000225598	K10816_8	7.4e-15	53.6
0000227363	K10954_66	1.9e-59	201.4
0000226447	K11005_20	2e-13	48.5
0000224508	K11017_55	3.4e-16	58.2
0000224928	K11022_5	5.7e-14	51.4
0000229477	K11041_146	2.3e-43	147.6
0000220758	K11060_3	4.8e-33	113.6
0000223575	K11060_3	6.3e-27	93.4
0000220759	K11060_3	8.8e-27	93.0
0000221869	K11060_3	7.8e-20	70.0
0000229713	K11060_3	5.9e-15	53.9
0000220503	K11060_3	1.1e-13	49.7
0000221976	K11060_3	1.3e-13	49.5
0000225129	K11060_3	1.5e-11	42.7
0000225128	K11060_3	2e-11	42.3
0000220759	K11061_2	2.4e-14	51.5
0000220758	K11062_2	1.6e-30	105.2
0000220759	K11062_2	1.1e-27	95.8
0000220839	K11062_2	1e-21	76.1
0000229101	K11063_6	7.4e-38	128.4
0000227275	K11063_6	6e-12	42.4
0000225684	K11063_6	1.2e-11	41.5
0000228613	K11068_1278_95_625	2.6e-61	205.9
0000222198	K11068_1278_95_625	3.6e-59	198.9
0000225476	K11068_1278_95_625	2.2e-55	186.5
0000222770	K12340_892	2.7e-66	223.3
0000223091	K12340_892	1.4e-56	191.2
0000222981	K12340_892	4e-47	160.1
0000222712	K12340_892	2e-41	141.3
0000221886	K12340_892	3.4e-38	130.6
0000220001	K12340_892	3.2e-37	127.4
0000221695	K12340_892	5.4e-19	67.4
0000224706	K12679_6	1.3e-52	177.9
0000228052	K15366_4	2.2e-94	316.3
0000225522	K01364_14	3.5e-56	189.8
0000222557	PF00246.19	3e-41	141.2
0000225197	PF00246.19	5.1e-35	120.8
0000226215	PF00246.19	4e-32	111.3
0000223679	PF00675.15	9.6e-43	144.9
0000225051	PF00675.15	6.2e-42	142.3
0000221310	PF00675.15	1e-18	66.9
0000227909	PF00675.15	7.3e-15	54.4
0000228055	PF00717.18	1.4e-22	78.5
0000221093	PF00717.18	1.1e-17	62.8
0000220476	PF00717.18	2.2e-17	61.8
0000220474	PF00717.18	4e-17	61.0
0000229331	PF00717.18	4.8e-17	60.8
0000220341	PF00717.18	1.2e-16	59.5
0000223124	PF00717.18	1.3e-16	59.3
0000227571	PF00717.18	1.8e-15	55.7
0000228280	PF00717.18	4.8e-14	51.2
0000229215	PF00717.18	8.3e-14	50.4
0000229611	PF00717.18	9.5e-14	50.2
0000220339	PF00717.18	9.1e-13	47.1
0000225517	PF00801.15	3.4e-13	48.5
0000222983	PF00873.14	0	1081.3
0000222711	PF00873.14	3.6e-304	1010.6
0000224358	PF00873.14	1.8e-276	919.0
0000221694	PF00873.14	2.5e-270	898.6
0000222216	PF00873.14	5.7e-267	887.5
0000226909	PF00873.14	1e-211	704.5
0000224959	PF00873.14	1.3e-197	657.9
0000223092	PF00873.14	5.8e-148	493.5
0000220735	PF00881.19	1.5e-32	112.1
0000221762	PF00881.19	7.1e-31	106.6
0000226089	PF00881.19	2.9e-28	98.2
0000227522	PF00881.19	9e-28	96.5
0000229718	PF00881.19	3e-27	94.9
0000221142	PF00881.19	1.5e-25	89.3
0000221189	PF00881.19	6.1e-25	87.3
0000226820	PF00881.19	6.7e-25	87.2
0000220837	PF00881.19	1.1e-22	80.0
0000223208	PF00881.19	1.8e-17	63.1
0000222921	PF00903.20	1.7e-19	69.5
0000228987	PF00903.20	2.9e-18	65.5
0000221711	PF00903.20	4.5e-13	48.7
0000227503	PF00903.20	7.7e-11	41.5
0000222348	PF01325.14	6.9e-15	54.1
0000220236	PF01325.14	3.6e-11	42.2
0000220005	PF01325.14	9.5e-11	40.9
0000229101	PF01473.15	5.8e-48	158.0
0000225467	PF01473.15	2.2e-18	64.7
0000224239	PF01473.15	5.8e-18	63.4
0000222330	PF01473.15	5.2e-17	60.4
0000227275	PF01473.15	7.3e-13	47.3
0000223686	PF01473.15	1.8e-12	46.0
0000223585	PF01473.15	1.1e-10	40.4
0000225908	PF01636.18	3.9e-23	81.8
0000227802	PF01636.18	1.1e-17	63.9
0000221442	PF01636.18	9.2e-14	51.1
0000222560	PF01636.18	5e-12	45.5
0000225522	PF01640.12	1.1e-62	210.6
0000225581	PF01909.18	1.5e-11	43.9
0000228703	PF02452.12	6.8e-33	112.6
0000225173	PF02452.12	6.9e-33	112.5
0000228897	PF02452.12	9.2e-31	105.7
0000224156	PF02452.12	5.6e-17	61.3
0000222369	PF02452.12	3.1e-11	42.9
0000224672	PF02742.10	3.1e-16	58.2
0000220236	PF02742.10	1.1e-12	46.9
0000227153	PF02742.10	1.1e-11	43.7
0000220005	PF02742.10	3.8e-11	41.9
0000228659	PF03372.18	1.2e-25	90.3
0000225564	PF03372.18	6e-25	88.0
0000225320	PF03372.18	9.1e-25	87.4
0000223224	PF03372.18	3.7e-23	82.1
0000228052	PF03534.8	1.3e-111	371.7
0000224918	PF03837.9	1.5e-43	147.8
0000227238	PF03837.9	1.1e-30	105.9
0000222174	PF04221.7	5.6e-17	60.7
0000221193	PF04221.7	6.5e-14	50.8
0000228835	PF04221.7	3e-11	42.3
0000225969	PF05016.9	2.2e-15	56.2
0000228834	PF05016.9	6.9e-13	48.2
0000225051	PF05193.16	1.7e-47	160.8
0000223679	PF05193.16	1.4e-41	141.6
0000225649	PF05193.16	1.6e-22	79.5
0000223554	PF05193.16	2.8e-22	78.7
0000227908	PF05193.16	1.1e-18	67.0
0000227909	PF05193.16	4e-18	65.1
0000224507	PF05860.8	8.7e-22	76.5
0000220849	PF07591.6	2.7e-29	101.1
0000220381	PF07691.7	4.6e-25	87.4
0000227961	PF07883.6	1.2e-19	69.0
0000226879	PF07883.6	2.8e-18	64.6
0000221425	PF07883.6	7.6e-18	63.2
0000221589	PF07883.6	1.2e-17	62.6
0000226878	PF07883.6	5.1e-17	60.5
0000221798	PF07883.6	1.2e-16	59.4
0000225356	PF07883.6	3.8e-15	54.5
0000227382	PF07883.6	3.2e-13	48.4
0000223041	PF07883.6	3.7e-13	48.2
0000223546	PF07883.6	1.4e-12	46.3
0000222033	PF07883.6	3.6e-12	45.0
0000225748	PF07883.6	5.5e-12	44.4
0000225649	PF08367.6	1.2e-62	210.4
0000223554	PF08367.6	5e-61	205.1
0000222573	PF08367.6	3.2e-32	110.7
0000227287	PF08367.6	7.7e-19	66.9
0000228377	PF08845.5	1.3e-12	46.7
0000224157	PF08998.6	7.8e-44	147.0
0000220339	PF10502.4	1.6e-13	49.8
0000228052	PF12255.3	1.6e-47	160.3
0000228052	PF12256.3	1.2e-56	190.3
0000225772	PF13091.1	4.1e-33	113.2
0000227979	PF13091.1	2.6e-28	97.7
0000223871	PF13091.1	6.4e-28	96.4
0000222381	PF13091.1	3.7e-16	58.4
0000220402	PF13091.1	3.6e-12	45.5
0000228600	PF13941.1	3.3e-136	453.6
0000228080	PF13942.1	1.9e-64	215.9
0000221441	PF13950.1	1e-33	114.4
0000225080	PF13950.1	1.8e-32	110.5
0000223318	PF13950.1	6.7e-18	63.8
0000228021	PF13953.1	4.5e-17	60.8
0000226372	PF13954.1	2.3e-49	166.1
0000228022	PF13954.1	2.4e-34	117.4
0000229986	PF13954.1	1.4e-31	108.4
0000228160	PF13991.1	5.3e-37	124.8
0000228912	PF13993.1	2.5e-42	142.2
